Name,LinkedIn,Country,City,State,Website_link,Brands,Description
Sovereign Silver PETS by Natural Immunogenics,https://www.linkedin.com/company/sovereign-silver,United States,"Sarasota,",FL,http://www.SovereignSilverPets.com,"Brands: Sovereign Silver, the #1 selling silver for Immune Support since 1999, is now available for Pets! Safe. Pure. Effective. Its odorless, tastes like water, Vegan, Allergen-, Gluten-, and GMO-free.","Sovereign Silver, the #1-selling silver for Immune Support, is now available for Pets! Safe. Pure. Effective. GMP Certified."
Spearpoint Logistics,https://www.linkedin.com/company/spearpointlogistics/mycompany/,United States,"Newark,",DE,http://www.spearpointlog.com,-,At Spearpoint Logistics we “Get Ship Done!”    We help you navigate the entire supply chain.  Our job is to overcome challenges and maintain agility and flexibility in order to meet rising consumer demands.  Let Spearpoint Logistics focus on your logistics needs so you can focus on your business!
Specialty Enzymes & Probiotics,https://www.linkedin.com/company/specialty-enzymes-and-probiotics-co,United States,"Chino,",CA,http://SpecialtyEnzymes.com,"Brands: DigeSEB™ Pet & Equine, Exclzyme™ Pet & Equine, ProbioSEB Duo™, ProbioSEB CSC3™, ImmunoSEB™","Specialty Enzymes & Probiotics is a research-driven manufacturer with innovative probiotics and enzyme solutions for pets and equines shown in studies to promote gut, joint, and immune health. Visit us to learn more about our newest probiotic, ProbioSEB CSC3™, and the difference it will make in your pet foods! Specialty Enzymes & Probiotics is a research-driven manufacturer with innovative probiotics and enzyme solutions for pets and equines shown in studies to promote gut, joint, and immune health. Visit us to learn more about our newest probiotic, ProbioSEB CSC3™, and the difference it will make in your pet foods!"
SPINS,https://www.linkedin.com/company/spins,United States,"Chicago,",IL,https://www.spins.com/,-,SPINS offers proprietary data insights and solutions for brands & retailers looking to drive innovation and growth with an eye for health and wellness.
Spleash®,https://www.linkedin.com/company/tail-chasers-llc%20,United States,"Carlsbad,",CA,https://www.spleash.com,-,"TailChasers® is a small family business still in the puppy stage. Kerry and Katherine are a mother-daughter duo bringing innovation and creativity to everything they do. Naturally, this illustrious quest includes dog walks. They came up with the idea of SPLEASH® and TailChasers® on an actual walk together with their three, four-legged family members. Working together with people and pets to deliver unprecedented, savvy products that make lives easier is something they love to do. Check back often to see TailChasers’ next project. Spleash® set out to make walking your dog more comfortable and stress-free with this brand new, innovative dog leash accessory. This all-in-one tool easily attaches to your favorite leather, rope, or nylon leash using its patented design. Now you can quickly refresh your pet on long walks, runs, and hikes – WITHOUT the need for a water bottle and bowl."
Standlee Premium Products,https://www.linkedin.com/company/standlee-hay/,United States,"Kimberly,",ID,http://standleeforage.com,"Brands: Standlee Premium Western Forage, PremiYum",Standlee® puts the health and well-being of the animals you love first by delivering the best nutrition through premium forage and highest-quality animal care products. Why BananaYums Treats? Visit www.standleeforage.com/products/small-animal for more information Why PremiYum Chinchilla fortified food? Visit www.standleeforage.com/products/small-animal for more information Why PremiYum Western Orchard Grass Visit www.standleeforage.com/products/small-animal for more information.
Stashios,https://www.linkedin.com/company/stashiospet,United States,"Hopkins,",MN,http://www.StashiosPet.com,Brands: Stashios,"Stashios is a women owned and run company offering products that stash what pets need in what they love. We are inspired by pets, fueled by fun and committed to health and wellness. We help you care for your pets by creating products that encourage them to learn, play and be well.  https://www.stashiospet.com/ Stashios is a women owned and run company offering products that stash what pets need in what they love. We are inspired by pets, fueled by fun and committed to health and wellness. We help you care for your pets by creating products that encourage them to learn, play and be well. https://www.stashiospet.com/ Wrap-Ups were created to easily hide every size and shape of pill, capsule, or tablet! All you need to do is: Wrap-Ups: Also available in: Wrap-Ups were created to easily hide every size and shape of pill, capsule, or tablet! All you need to do is: Wrap-Ups: Available in: Enhance your pet’s food with a dry meal topper made with all-natural ingredients. Simply sprinkle over any type of dog or cat food! Meal Appeal: Available flavors: Skin & Coat Support Fish Oil & Kelp support your pet’s healthy & shiny coat Collagen Beef Bone Broth and Immunity Beef Bone Broth are stashed with all-natural calming ingredients. Ashwagandha, Magnolia Bark, Peppermint, and Lavender. Use with Stashios Soothing Saucer™ for additional benefits. Help relieve anxiety and soothe your dog in stressful situations such as: Also available in: Soothing Saucer Licking can be self-soothing when a cat or dog feels nervous, anxious, or bored. Soothing Sauce Available in: Stash & Dash™ allows you to easily take your training treats to go. ​Stash Stix™ refill for Stash & Dash dispenser Soothing Sauce A powdered bone broth stashed with all-natural calming ingredients: Stash Stix™ training treats refill for Stash & Dash dispenser"
"SUNSHINE MILLS, INC.",https://www.linkedin.com/company/sunshine-mills-inc.,United States,"Red Bay,",AL,http://www.sunshinemills.com,"Brands: Evolve®, Triumph®, Sportsman's Pride®, Pet Life®, Meaty Treats®, Nurture Farms®, Veterinary Select®, Hunter’s Special®, Pup Corn Plus®, Paula Deen®","Family owned Pet Food, Treat, and Biscuit manufacturer for over 50 years. Super Premium Dry Dog & Cat Food, Soft Moist Treats, Puffed Treats, Oven Baked Biscuits. Family owned Pet Food, Treat, and Biscuit manufacturer for over 50 years. Super Premium Dry Dog & Cat Food, Soft Moist Treats, Puffed Treats, Oven Baked Biscuits."
Tempo Flexible Packaging,https://www.linkedin.com/company/tempoflexiblepackaging/,Canada,"Innisfil,",ON,https://tempoflexiblepackaging.com/,Brands: Tempo provides customized and sustainably minded flexible packaging solutions to a wide assortment of pet food customers in North America.,"With a proven track record of success spanning more than 50 years, Tempo Flexible Packaging is an award-winning, fast-growing company that specializes in custom printed and sustainably minded flexible packaging rollstock, pouches, bags."
Tevra Brands,https://www.linkedin/company/tevrabrands,United States,"Omaha,",NE,http://www.tevrabrands.com,"Brands: Tevrapet, Vetality, Simply Country Naturals, Boone, TLC Naturals, Puddle Pads,Petality","Tevra Brands, Keeping Pets Well from Nose to Tail!    Our mission is to offer high quality, innovative products at an affordable price for your pets, family and home.  Vet Quality Flea & Tick and health care supplements provide the right solution for saavy pet parents who want the best but want it to cost less.   Tevra Brands offers new innovations in health and wellness including proprietary and patented behavior, health and wellness supplements, medications, innovative BrushFree oral health and healthy and functional pet treats all made in the USA! Tevra Brands, Keeping Pets Well from Nose to Tail! Our mission is to offer high quality, innovative products at an affordable price for your pets, family and home.  Vet Quality Flea & Tick and health care supplements provide the right solution for saavy pet parents who want the best but want it to cost less.   Tevra Brands offers new innovations in health and wellness including proprietary and patented behavior, health and wellness supplements, medications, innovative BrushFree oral health and healthy and functional pet treats all made in the USA! Founded by veterinarians and pet industry experts, Tevra Brands continues to innovate and find proactive and effective solutions for pet wellness. Now introducing a new line of broad- spectrum hemp products: Hemp Helpers. This new line of chews, collars and topicals offer relief with zero psychoactive effects and is safe for dogs of all sizes. Hemp Helpers line includes: Hemp Helper Collars (100-347mg depending on size)- An advanced, patented and innovative delivery system that releases actives instantaneously and constantly for up to 1 month. A blend of 99% pure hemp extract and peppermint essential oil is infused into a collar matrix which helps dogs relieve arthritis pain, increase comfort and activity, regulate itching and inflammation. Hemp Helpers Topicals (136-268mg depending on size)- A synergistic blend of 99% pure hemp extract and peppermint essential oil are infused into a topical formula, releasing actives instantaneously and constantly for up to 1 week. Hemp Helper Mobility and Calming Chews- 120mg per container. Broad Spectrum Hemp Extract + Robust Calming Blend- Tasty Chicken Flavored tablets contain a robust broad spectrum hemp extract blend keeping your dog focused and feeling relaxed. Helps promote calmness and mental alertness without drowsiness. They help curb destructive behavior helping you and your pooch live in harmony. Broad Spectrum Hemp Extract + Robust Mobility Blend- Tasty chicken flavored tablets contain a robust broad spectrum hemp extract mobility blend, keeping your dog in motion and feeling spry. Hemp Helpers Mobility Chews help support bone and joint wellness and helps reduce inflammation. They contain collagen to support a shiny coat, soft skin and tough paws. Hemp Helpers is Made in the USA and will be available for sale starting ­­­April 15th at Vetality.com and Tevrapet.com. For more information on Hemp Helpers visit www.Vetality.com About Tevra Brands Tevra Brands was founded in 2016 by long time veterans in the pet health industry along with expert veterinarians. Their ongoing mission is to make quality health care solutions at an affordable price. To learn more about Tevrabrands.com, Vetality.com, Tevrapet.com Media Contact: Laura Weishaar l Director of Digital Content and Brand Strategy Tevra Brands Lweishaar@tevrabrands.com Home Dental Care just got better and easier! Founded by veterinarians and pet industry experts, Tevra Brands continues to innovate and find proactive and effective solutions for dog’s dental health. Expanding their current Vetality Brush Free catalog with Twist & Lick Oral Gel. Packaged in a convenient, mess free dispenser, Twist & Lick Oral Gel makes teeth cleaning effortless and the chicken flavor makes it delicious! The formulation includes vet approved actives that help control plaque and tartar buildup to keep dog’s smiles white and bright! Each 1.83oz unit contains: Just 2 clicks for dogs under 25lbs or 4 clicks for dogs over 25lbs delivers long lasting quality dental care that will keep pets kissable for days. Twist & Lick Oral Gel provides peace of mind to pet parents with a vet approved formulation and easy-to-use dispenser making it simple to create a stress-free dental routine and to ditch the toothbrush! Twist & Lick Oral Gel is Made in the USA and will be available for sale starting March 15th, 2022 atTevrapet.com, Vetality.com, Petsmart, and Amazon for $19.99 For more information on Twist & Lick Oral Gel, visit www.Vetality.com About Tevra Brands Tevra Brands was founded in 2016 by long time veterans in the pet health industry along with expert veterinarians. Their ongoing mission is to make quality health care solutions at an affordable price. To learn more about Tevrabrands.com, Vetality.com, Tevrapet.com Media Contact: Laura Weishaar l Director of Digital Content and Brand Strategy Tevra Brands Lweishaar@tevrabrands.com NEW Vetality® Well Chews- Premium Supplements for Dogs Made with Natural Human Grade Ingredients · Developed by Food Scientists · Made and Sourced in the USA · No Corn, No Wheat, No soy · No Artificial Dyes or Preservatives Aller-Immune Well Chews- Immune System Functions: Immune Support, Seasonal Allergy Immune Support, Gut Health (Colostrum, Probiotic Blend, & Salmon Oil), Healthy Skin & Coat Hip & Joint Well Chews- An advanced hip & joint soft chew supplement. These tasty chicken flavored chews, support joint health, flexibility, and improved mobility.
A robust formula of Chicken Cartilage, Glucosamine, Chondroitin Sulfate, MSM and Green Lipped Mussel. 10in1 Well Chews- An advanced multi-function soft chew supplement. These tasty chicken flavored chews help support overall wellness in dogs. Calming Chews- Advanced Calming Chew Blend with Chamomile, Melatonin, Valerian Root, L-Tryptophan, and a calming Pheromone. Help keep your dog calm, promotes relaxation, curbs destructive behavior and focused training. Turkey Flavor. This new line of chews, collars and topicals offer relief with zero psychoactive effects and is safe for dogs of all sizes. Hemp Helpers line includes: Hemp Helper Collars (100-347mg depending on size)- An advanced, patented and innovative delivery system that releases actives instantaneously and constantly for up to 1 month. A blend of 99% pure hemp extract and peppermint essential oil is infused into a collar matrix which helps dogs relieve arthritis pain, increase comfort and activity, regulate itching and inflammation. Hemp Helpers Topicals (136-268mg depending on size)- A synergistic blend of 99% pure hemp extract and peppermint essential oil are infused into a topical formula, releasing actives instantaneously and constantly for up to 1 week. Hemp Helper Mobility and Calming Chews- 120mg per container. Broad Spectrum Hemp Extract + Robust Calming Blend- Tasty Chicken Flavored tablets contain a robust broad spectrum hemp extract blend keeping your dog focused and feeling relaxed. Helps promote calmness and mental alertness without drowsiness. They help curb destructive behavior helping you and your pooch live in harmony. Broad Spectrum Hemp Extract + Robust Mobility Blend- Tasty chicken flavored tablets contain a robust broad spectrum hemp extract mobility blend, keeping your dog in motion and feeling spry. Hemp Helpers Mobility Chews help support bone and joint wellness and helps reduce inflammation. They contain collagen to support a shiny coat, soft skin and tough paws. Botanical blend of essential oils provides natural & effective protection against fleas, ticks & mosquitoes for up to 30 days. Safe for us around children and pets, when used as directed."
The Bug Factory,https://www.linkedin.com/company/14041408/admin/,United Kingdom,"London,",-,http://www.bugfactory.co.uk,Brands: The Bug Factory - Mealworm Growing Pods,"THE BUG FACTORY   Sustainable Insect Products. Innovators of the mealworm-growing pod.  A continuous supply of sustainable & nutritious animal feed. Ideal for fish, reptiles, wild birds and poultry.   High-quality animal feed High-grade plant fertilizer Made from recycled fridge plastic Recycles fruit & vegetable  Learn more: www.bugfactory.co.uk THE BUG FACTORY Sustainable Insect Products. Innovators of the mealworm-growing pod.  A continuous supply of sustainable & nutritious animal feed. Ideal for fish, reptiles, wild birds and poultry. Learn more: www.bugfactory.co.uk"
The City Loo,https://www.linkedin.com/company/the-city-loo/,United States,"Kirkland,",WA,http://www.thecityloo.com,"Brands: The City Loo is a chic and attractive high quality enclosure for your pet to potty in private and discreetly. The City Loo keeps your home& pet potty area sanitary, safe& chic.","The City Loo is a chic and attractive high quality enclosure for your pet to potty in private and discreetly.  The City Loo keeps your home and pet potty area sanitary, safe and chic.  We strive to make pet ownership more convenient without compromising personal style. The City Loo solves a multiple of pet potty inconveniences and safety issues. The City Loo is a chic and attractive high quality enclosure for your pet to potty in private and discreetly.  The City Loo keeps your home and pet potty area sanitary, safe and chic.  We strive to make pet ownership more convenient without compromising personal style. The City Loo solves a multiple of pet potty inconveniences and safety issues. The City Loo is a hassle-free Chic option to ensure you take care of your pet's potty needs. The City Loo is an attractive way for your pet to potty in private and discreetly, keeping your home sanitary and chic. We strive to make pet ownership more convenient without compromising personal style. If using a potty pad or grass this keeps everything ""contained'
Solving the problem of waiting for an elevator, getting dressed to go outside or leave a zoom meeting to walk your dog. Safe and convenient... Made with long lasting quality products including a lid for safety and if used outside clean and out of the weather. The City Loo kit includes,  items are also available separately, a custom odor abosrbing tray along with potty pads and quality artificial grass.  Making you and your pet's life convenient and chic.  
The City Loo allows your dog to walk in, freely move around and use their dog litter box easily and when they naturally need to. The City Loo is designed for the pet owners who: ... and the list goes on!"
The Honest Kitchen,https://www.linkedin.com/company/the-honest-kitchen/mycompany/,United States,"San Diego,",CA,http://www.thehonestkitchen.com,Brands: The Honest Kitchen,"The Honest Kitchen believes health starts with human grade, whole foods. That's why all our recipes are made with thoughtfully sourced, human grade ingredients using the same health and safety standards as people food (but made just for pets). We know you and your cat have high expectations. Your cat wants food that tastes oh-so-delicious, but you want food that's oh-so-good for them, too. That's why we teamed up with a veterinary nutritionist to create moisture-rich recipes packed with thoughtfully sourced protein and savory flavors that will have your cat meowing for more.​ With plenty of variety in taste, texture and protein, we've got a delicious option for every cat.​"
"Three Dog Bakery, LLC",https://www.linkedin.com/company/three-dog-bakery/,United States,"Kansas City,",MO,https://www.threedog.com,"Brands: Three Dog Bakery - The original bakery for dogs.  

Created in our kitchens, our pastry chefs help us unleash the love for our pups through irresistible  delicious treats!

While at SuperZoo, be sure to contact us for the Three Dog Bakery distributor in your area - we are at Booth #1347","UNLEASH THE LOVE! At Three Dog Bakery, we’re passionate about our pups. And it’s that love for our furry BFF’s that inspired us to create the world's first dog bakery. Crafted from scratch, our highly skilled pastry chefs use only simple, real ingredients—slow baking each recipe to lock in all those drool-worthy flavors. We’ve been making tails wag since 1989, and today our mission remains the same—feed the souls of dogs and the people that love them. So go ahead. Treat your dog to our artisan bites. And don’t be afraid to bark about it. UNLEASH THE LOVE! At Three Dog Bakery, we’re passionate about our pups. And it’s that love for our furry BFF’s that inspired us to create the world's first dog bakery. Crafted from scratch, our highly skilled pastry chefs use only simple, real ingredients—slow baking each recipe to lock in all those drool-worthy flavors. We’ve been making tails wag since 1989, and today our mission remains the same—feed the souls of dogs and the people that love them. So go ahead. Treat your dog to our artisan bites. And don’t be afraid to bark about it. Any excuse to paw-ty!  Crafted with love from our own pastry chefs, our line of four Three Dog Bakery® Celebration treats are PAW-fect for your next pup party.  Our treats are made with recognizable ingredients such as honey, molasses, and egg, and contains no artificial flavors or colors.  Featuring our Three Dog Bakery Birthday Celebration Cake in Birthday Cake Flavor, this hand-packed 6-ounce cookie-style cake treat easily portions into 8 slices making it perfect for gifting and sharing at your next celebration. Whether it is a half-birthday, your birthday or just because, make any excuse to celebrate with our Birthday Celebration Cake, or any of our Celebration treats today. Over 30 years ago, our unconditional love for our four-legged BFF inspired us to create the world’s first dog bakery – stocked with drool-worthy treats. Today, our pastry chefs continue to unleash their love into everything we bake.  And, our Celebration Treats are no exception. Introducing a new line of healthful training treats packed with antioxidant-rich superfood ingredients, Three Dog Bakery® Super Rewards with Superfoods comes in 3 drool-worthy flavors inspired by our own home kitchens: Apple Orchard Pie, Blueberry Cobbler and Pumpkin & Cranberry Crumble.  Packed in an 8-ounce resealable pouch, our training treats are perfect for dogs of all ages. Super for Your Pet!  Only 3 calories, these soft and chewy small treats are made with real superfoods rich with antioxidants, and no artificial flavors or colors. Super for the Planet!  These little treats are made using premium upcycled human food ingredients to help reduce global food waste! Over 30 years ago, our unconditional love for our four-legged BFF inspired us to create the world’s first dog bakery. Today, our pastry chefs continue to unleash their love into everything we bake.  And our Super Rewards with Superfoods is no exception. Super For Your Pet! Super For the Planet! Treat Your Pup to The Taste of Breakfast Favorites! At our bakeries, we see first-hand how our pups love the treats inspired by our own breakfast. Now, we bring those favorites to you in our new line. Our Breakfast Favorites: Over 30 years ago, our unconditional love for our four-legged BFF inspired us to create the world’s first dog bakery – stocked with drool-worthy treats. Today, our pastry chefs continue to unleash their love into everything we bake.  And, our Breakfast Favorites are no exception.  Treat your pup to a taste of breakfast today! Three Dog Bakery’s® Resealable Packaging to Lock in Flavor! Over 30 years ago, our unconditional love for our four-legged BFF inspired us to create the world’s first dog bakery – stocked with drool-worthy treats. Today, our pastry chefs continue to unleash their love into everything we bake and package. Each treat is loaded with love and with recognizable ingredients, like honey, molasses, egg and blueberries with makes the unforgettable flavor a pup loves.  From the moment you open the bag, the drool-worthy aroma starts tingling the senses for the delicious treat to come. To ensure that each treating occasion can be its best, our three pup-ular cookies that remind you of your favorite human cookie, Double Rewards™, Puppy Butters™ and Cookies with Carob Flavored Chips now come in resealable packaging to lock in the flavor!  So, whether it is a new bag or down to the last cookie, your pup will be enjoying the mouth-watering flavor that only Three Dog Bakery delivers, every time!"
Tiana Halal Pet Food,https://www.linkedin.com/company/tianacatclub/,United Kingdom,"Manchester,",-,http://www.tianahalalpetfood.com,-,"Tiana is all about creating the world's 1st halal-friendly cat food range made with best-in-class, ‘human-grade’ ingredients and the most advanced food production methods (freeze-drying) to maximize a range's taste and nutritional worth."
Traco Packaging,https://www.linkedin.com/company/10607943/admin/,United States,"Orem,",UT,http://tracopackaging.com,-,"Established in 1985, Traco Packaging is a digital and flexo flexible films printer and converter specializing in pouch making and shrink sleeve production.  Traco recently entered the pouch converting market with the installation of an HP 25k press, lamination equipment, and pouch converting line."
Treat Planet,https://www.linkedin.com/company/treatplanet,United States,"Earth City,",MO,http://www.treatplanet.com,"Brands: Etta Says!, Hare of the Dog, Snicky Snaks, & Kitty Kitty","At Treat Planet, we love dogs! That's why we create natural, healthy, eco-friendly pet products made in the USA. We have four different treat brands including Etta Says!, Hare of the Dog, Snicky Snaks, & Kitty Kitty!"
Treatibles,https://www.linkedin.com/company/treatibles/,United States,"Nashville,",TN,http://www.treatibles.com,Brands: Treatibles Organic Full Spectrum Hemp CBD Oil Products,"Established in 2013, industry leader Treatibles blazed a trail as the pioneer in developing Organic Full Spectrum Hemp CBD products for pets. Today, the product line includes a wide variety of Hard Chews, Soft Chewables, Oil Droppers, Capsules and Topical Cream available in several potencies for dogs, cats and horses. Treatibles.com. Established in 2013, industry leader Treatibles blazed a trail as the pioneer in developing Organic Full Spectrum Hemp CBD products for pets. Today, the product line includes a wide variety of Hard Chews, Soft Chewables, Oil Droppers, Capsules and Topical Cream available in several potencies for dogs, cats and horses. Treatibles.com."
Trivium Packaging,https://www.linkedin.com/company/trivium-packaging,United States,"Chicago,",IL,http://www.triviumpackaging.com,-,"Trivium Packaging offers customers around the world innovative and sustainable packaging solutions supported by scalable production and outstanding customer service. Our extensive product portfolio offers a variety of metal packaging to the markets we serve. At Trivium Packaging, our success is grounded in three foundational pillars: People, Customer and Planet. Our metal packaging is 100% infinitely recyclable. Through our Operational Excellence program and environmental management systems, we drive continuous efficiency improvements across our organization. We closely monitor our energy consumption and emissions, maximise our recycling rates, optimise the use of secondary packaging materials, manage waste appropriately and limit water usage. Trivium Packaging offers customers around the world innovative and sustainable packaging solutions supported by scalable production and outstanding customer service. Our extensive product portfolio offers a variety of metal packaging to the markets we serve. At Trivium Packaging, our success is grounded in three foundational pillars: People, Customer and Planet. Our metal packaging is 100% infinitely recyclable. Through our Operational Excellence program and environmental management systems, we drive continuous efficiency improvements across our organization. We closely monitor our energy consumption and emissions, maximise our recycling rates, optimise the use of secondary packaging materials, manage waste appropriately and limit water usage."
tuft + paw,https://www.linkedin.com/company/tuft-paw,Canada,"Vancouver,",BC,http://tuftandpaw.com,-,"tuft + paw is a design company for life with cats. From litter to modern cat furniture, we develop cat behaviorist approved products that truly rival the cardboard boxes they come in. Life is better with cats, but scooping litter left us wondering how we could do better. Really Great Cat Litter is the all-in-one solution to pesky litter woes we know so well. Thoughtfully made from soybean byproduct that would have otherwise gone to the landfill, it’s safer for your cat and better for the planet. Only understandable, clean ingredients that just get the job done - no artificial fragrances, dyes, or any other harmful ingredients here. The biodegradable and flushable formula is a game changer to your daily cleaning routine. Our litter completely breaks down in water for a seriously satisfying flush. The days of dusty paw prints and loose litter crumbs are a thing of the past. Really Great Cat Litter keeps your space sparkling with its low tracking cylindrical pellets and it’s 99% dust-free. Plus, it’s got all of that other great stuff a modern cat parent expects from their litter: outstandingly absorbent, clumping and eliminates odor on the spot. Trust us, it’s really great."
TUG,https://www.linkedin.com/company/tugpetproducts/,United States,"Raleigh,",NC,http://www.tugpetproducts.com,"Brands: TUG, Nugget","Tug Pet Products was founded in 2017 and is based in the United States. The team at TUG pride themselves on their thoughtful and modern designs. They strive to reimagine, enhance and improve products within the pet industry for the benefit of pets and pet parents alike. Easily attach the flashlight to any TUG Oval Retractable leash."
Uckele Health & Nutrition,https://www.linkedin.com/company/uckele-health-&-nutrition,United States,"Blissfield,",MI,https://uckelecorp.com/,-,"Quality Nutrition is what we do. At Uckele, we have committed ourselves to the science of understanding good nutrition. We pride ourselves on formulating and manufacturing the best dietary products on the market for you and your animals."
Under the Weather Pet,https://www.linkedin.com/company/under-the-weather-pet,United States,"Winooski,",VT,http://www.undertheweatherpet.com,Brands: Under the Weather®,"Premium pet wellness products that help contribute to a long, healthy, and happy life for pets. Our vet formulated and US manufactured dog and cat supplements include bland diets, soft chews, powders, liquids, and gels. Healthy Pet. Happy Home. Premium pet wellness products that help contribute to a long, healthy, and happy life for pets. Our vet formulated and US manufactured dog and cat supplements include bland diets, soft chews, powders, liquids, and gels. Healthy Pet. Happy Home. Prevent and naturally promote the gentle elimination of hairballs with this easy-to-use gel supplement. It contains psyllium seed husks, a high source of natural fiber, real Alaskan salmon oil, and soybean oil to aid in lubricating the intestinal tract. These all-natural ingredients work together to promote the gentle and safe elimination of hairballs. This gel supplement is also a rich source of omega-3 fatty acids, beneficial in the reduction of hairball formation by promoting healthy skin and coat. Our Vet-formulated Hairball Support Gel for cats contains zero petroleum, is free of artificial flavors and dyes, and is manufactured in the USA. Under the Weather is excited to launch our new line of functional cat supplements, now available in an easy-to-use powder form! Not only will these supplements enhance the flavor of your cat’s food, enticing them to eat, but because they are powders, they break down easier and are absorbed faster than supplements in other forms, delivering the health benefits your cat needs quickly. With a delicious chicken liver taste your kitty will love, providing the benefits of supplements has never been easier, simply sprinkle one scoop a day over your cat’s regular food. Veterinarian-formulated and manufactured in Vermont, our Cat Powders are free of corn, artificial flavors, and dyes. Calming Powder For Cats 
Probiotic Powder For Cats 
Urinary Support Powder For Cats 
Hairball Support Powder For Cats 
L-lysine Powder For Cats Our dog food is loaded with pacific white fish, (Cod and Herring), salmon oil and bone broth for a lean protein source that is high in Omega 3 and 6 fatty acids. The kibble is coated with enhancements, including probiotics that encourage beneficial bacteria for healthy digestion, and beef bone broth that adds vitamins and nutrients for joint support, and healthy skin and coat. Coating kibble makes your pup's food more enticing with a delicious flavor, smell, and texture while increasing health benefits! This nutrient-rich daily diet is 100% poultry-free and contains sorghum and flaxseed, ancient grains that are free of wheat, gluten, corn, and soy, making it ideal for dogs with allergies. Vet formulated for dogs of all ages, made in the USA, and manufactured without artificial flavors or dyes. Probiotic Powder for Dogs Hip and Joint Powder for Dogs Calming Powder for Dogs Allergy & Itch Powder for Dogs"
Unique Pet Care,https://www.linkedin.com/in/julie-holmes-85a47a24/,United States,"Arvada,",CO,http://www.tackletinkle.com,"Brands: Pet Odor and Stain Eliminator
Advanced Cat Odor + Stain
Advanced Dog Odor + Stain
Skunk Odor Eliminator
Carpet Shampoo
Puppy Odor + Stain Remover
Turf and Outdoor
Infusions","Unique Pet Care is passionate about providing the very best products to help your customers tackle their tinkle problems and much, much more! Harnessing the power of nature, Unique Pet Care products use one of the most advanced blends of bacteria and enzymes available that completely erase any pet-related odors and stains.  We Tackle Tinkle! Unique Pet Care is passionate about providing the very best products to help your customers tackle their tinkle problems and much, much more! Harnessing the power of nature, Unique Pet Care products use one of the most advanced blends of bacteria and enzymes available that completely erase any pet-related odors and stains.  We Tackle Tinkle!"
United States Postal Service,https://www.linkedin.com/company/usps/,United States,"Washington,",DC,http://www.usps.com,-,"The U.S. Postal Service is the only delivery service that reaches every address in the nation: 160 million residences, businesses and Post Office Boxes. The Postal Service receives no tax dollars for operating expenses and relies on the sale of postage, products and services to fund its operations. The U.S. Postal Service is the only delivery service that reaches every address in the nation: 160 million residences, businesses and Post Office Boxes. The Postal Service receives no tax dollars for operating expenses and relies on the sale of postage, products and services to fund its operations."
Verifone,https://www.linkedin.com/company/verifone/,United States,"Clearwater,",FL,http://www.verifone.com,"Brands: Standalone or Integrated Solutions: Portable: V400m |mPOS: CM5 & e285 | Countertop: V400c | PIN Pads: P400 & M400 | APMs: PayPal, Venmo, Klarna | eComm: Pay by Link, Hosted Payment | Managed Services","Verifone transforms everyday transactions into new and engaging opportunities for merchants and consumers. Our people are trusted payments experts working with the world’s best-known retail brands, financial institutions, & payment providers with over 36 million devices in more than 165 countries. Verifone transforms everyday transactions into new and engaging opportunities for merchants and consumers. Our people are trusted payments experts working with the world’s best-known retail brands, financial institutions, & payment providers with over 36 million devices in more than 165 countries."
Volkman Pet Products,https://www.linkedin.com/company/volkman-pet-products,United States,"Ceres,",CA,https://volkmanpet.com/,"Brands: Volkman Pet Products continuously works hard to produce the best blends for our product lines and has earned a reputation in the industry for producing some of the cleanest bird seed available.  Avian Science, Featherglow, Volkman Small Animal and Henny Penny are among our most popular brands.","Come visit our booth to discuss our new and current high quality pet products.  Distributors are always welcome! Treat your flock with this herbaceous, nutrient rich snack. Our Henny Penny Chicken Salad is an optimal blend of high protein mealworms and black soldier fly larva, tart dried cranberries, dehydrated vegetables, and herbs. This versatile blend can be mixed with your everyday chicken feed, added to soaked or fermented grains or sown on the ground to encourage healthy foraging. This treat can be fed in a variety of ways. Add a handful to: Dry feed, soaked grains, or toss on the ground with scratch or by itself. You can also add to fermented grains (do not ferment, mix in just before feeding). You can adjust quantity based on your flock’s size and needs. Always keep fresh water available. This is a treat and not considered a complete diet."
